n_tracks,repeat,epsilon,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
50,2,0.0004247940677551889,150,374850,150,0,1.0,0.0
50,3,0.0004247940677551889,150,374850,150,0,1.0,0.0
50,4,0.0004247940677551889,150,374850,150,0,1.0,0.0
55,0,0.0004247940677551889,165,498960,164,0,0.9939393939393939,0.0
55,1,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,2,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,3,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,4,0.0004247940677551889,165,498960,165,0,1.0,0.0
60,0,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,1,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,2,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,3,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,4,0.0004247940677551889,180,647820,180,0,1.0,0.0
65,0,0.0004247940677551889,195,823680,194,1,0.9948717948717949,0.005128205128205128
65,1,0.0004247940677551889,195,823680,195,0,1.0,0.0
65,2,0.0004247940677551889,195,823680,194,0,0.9948717948717949,0.0
65,3,0.0004247940677551889,195,823680,195,0,1.0,0.0
65,4,0.0004247940677551889,195,823680,195,1,1.0,0.00510204081632653
70,0,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,1,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,2,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,3,0.0004247940677551889,210,1028790,210,1,1.0,0.004739336492890996
70,4,0.0004247940677551889,210,1028790,210,0,1.0,0.0
75,0,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,1,0.0004247940677551889,225,1265400,225,1,1.0,0.004424778761061947
75,2,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,3,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,4,0.0004247940677551889,225,1265400,225,0,1.0,0.0
80,0,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,1,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,2,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,3,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,4,0.0004247940677551889,240,1535760,240,1,1.0,0.004149377593360996
85,0,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,1,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,2,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,3,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,4,0.0004247940677551889,255,1842120,255,0,1.0,0.0
90,0,0.0004247940677551889,270,2186730,270,1,1.0,0.0036900369003690036
90,1,0.0004247940677551889,270,2186730,269,1,0.9962962962962963,0.003703703703703704
90,2,0.0004247940677551889,270,2186730,270,0,1.0,0.0
90,3,0.0004247940677551889,270,2186730,270,0,1.0,0.0
90,4,0.0004247940677551889,270,2186730,270,0,1.0,0.0
95,0,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,1,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,2,0.0004247940677551889,285,2571840,284,0,0.9964912280701754,0.0
95,3,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,4,0.0004247940677551889,285,2571840,285,1,1.0,0.0034965034965034965
100,0,0.0004247940677551889,300,2999700,300,0,1.0,0.0
100,1,0.0004247940677551889,300,2999700,300,2,1.0,0.006622516556291391
100,2,0.0004247940677551889,300,2999700,300,0,1.0,0.0
100,3,0.0004247940677551889,300,2999700,300,0,1.0,0.0
100,4,0.0004247940677551889,300,2999700,300,1,1.0,0.0033222591362126247
